entity,code,province_code,name,type,is_active,created_at,updated_at
Ward,06445,20,Xã Tân Thành,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06457,20,Xã Tuấn Sơn,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06463,20,Xã Chi Lăng,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06475,20,Xã Bằng Mạc,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06481,20,Xã Chiến Thắng,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06496,20,Xã Nhân Lý,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06505,20,Xã Vạn Linh,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06517,20,Xã Quan Sơn,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06526,20,Xã Na Dương,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06529,20,Xã Lộc Bình,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06541,20,Xã Mẫu Sơn,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06565,20,Xã Khuất Xá,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06577,20,Xã Thống Nhất,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06601,20,Xã Lợi Bác,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06607,20,Xã Xuân Dương,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06613,20,Xã Đình Lập,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06616,20,Xã Thái Bình,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06625,20,Xã Kiên Mộc,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06637,20,Xã Châu Sơn,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06652,22,Phường Hà Tu,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06658,22,Phường Cao Xanh,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06661,22,Phường Việt Hưng,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06673,22,Phường Bãi Cháy,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06676,22,Phường Hà Lầm,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06685,22,Phường Hồng Gai,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06688,22,Phường Hạ Long,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06706,22,Phường Tuần Châu,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06709,22,Phường Móng Cái 2,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06712,22,Phường Móng Cái 1,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06724,22,Xã Hải Sơn,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06733,22,Xã Hải Ninh,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06736,22,Phường Móng Cái 3,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06757,22,Xã Vĩnh Thực,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06760,22,Phường Mông Dương,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06778,22,Phường Quang Hanh,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06781,22,Phường Cửa Ông,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06793,22,Phường Cẩm Phả,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06799,22,Xã Hải Hoà,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06811,22,Phường Uông Bí,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06820,22,Phường Vàng Danh,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06832,22,Phường Yên Tử,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06838,22,Xã Bình Liêu,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06841,22,Xã Hoành Mô,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06856,22,Xã Lục Hồn,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06862,22,Xã Tiên Yên,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06874,22,Xã Điền Xá,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06877,22,Xã Đông Ngũ,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06886,22,Xã Hải Lạng,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06895,22,Xã Đầm Hà,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06913,22,Xã Quảng Tân,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06922,22,Xã Quảng Hà,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06931,22,Xã Quảng Đức,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06946,22,Xã Đường Hoa,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06967,22,Xã Cái Chiên,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06978,22,Xã Ba Chẽ,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06979,22,Xã Kỳ Thượng,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06985,22,Xã Lương Minh,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,06994,22,Đặc khu Vân Đồn,SpecialAdministrativeRegion,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07030,22,Phường Hoành Bồ,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07054,22,Xã Quảng La,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07060,22,Xã Thống Nhất,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07069,22,Phường Mạo Khê,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07081,22,Phường Bình Khê,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07090,22,Phường An Sinh,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07093,22,Phường Đông Triều,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07114,22,Phường Hoàng Quế,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07132,22,Phường Quảng Yên,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07135,22,Phường Đông Mai,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07147,22,Phường Hiệp Hoà,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07168,22,Phường Hà An,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07180,22,Phường Liên Hoà,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07183,22,Phường Phong Cốc,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07192,22,Đặc khu Cô Tô,SpecialAdministrativeRegion,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07210,24,Phường Bắc Giang,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07228,24,Phường Đa Mai,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07246,24,Xã Xuân Lương,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07264,24,Xã Tam Tiến,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07282,24,Xã Đồng Kỳ,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07288,24,Xã Yên Thế,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07294,24,Xã Bố Hạ,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07306,24,Xã Nhã Nam,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07330,24,Xã Phúc Hoà,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07333,24,Xã Quang Trung,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07339,24,Xã Tân Yên,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07351,24,Xã Ngọc Thiện,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07375,24,Xã Lạng Giang,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07381,24,Xã Tiên Lục,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07399,24,Xã Kép,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07420,24,Xã Mỹ Thái,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07432,24,Xã Tân Dĩnh,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07444,24,Xã Lục Nam,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07450,24,Xã Đông Phú,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07462,24,Xã Bảo Đài,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07486,24,Xã Nghĩa Phương,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07489,24,Xã Trường Sơn,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07492,24,Xã Lục Sơn,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07498,24,Xã Bắc Lũng,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07519,24,Xã Cẩm Lý,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07525,24,Phường Chũ,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07531,24,Xã Tân Sơn,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07534,24,Xã Sa Lý,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07537,24,Xã Biên Sơn,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07543,24,Xã Sơn Hải,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07552,24,Xã Kiên Lao,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07573,24,Xã Biển Động,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07582,24,Xã Lục Ngạn,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07594,24,Xã Đèo Gia,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07603,24,Xã Nam Dương,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07612,24,Phường Phượng Sơn,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07615,24,Xã Sơn Động,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07616,24,Xã Tây Yên Tử,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07621,24,Xã Vân Sơn,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07627,24,Xã Đại Sơn,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07642,24,Xã Yên Định,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07654,24,Xã An Lạc,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07663,24,Xã Tuấn Đạo,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07672,24,Xã Dương Hưu,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07681,24,Phường Yên Dũng,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07682,24,Phường Tân An,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,12619,33,Xã Diên Hà,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07696,24,Phường Tiền Phong,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07699,24,Phường Tân Tiến,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07735,24,Xã Đồng Việt,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07738,24,Phường Cảnh Thuỵ,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07774,24,Phường Tự Lạn,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07777,24,Phường Việt Yên,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07795,24,Phường Nếnh,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07798,24,Phường Vân Hà,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07822,24,Xã Hoàng Vân,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07840,24,Xã Hiệp Hoà,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07864,24,Xã Hợp Thịnh,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07870,24,Xã Xuân Cẩm,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,09169,24,Phường Vũ Ninh,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,09187,24,Phường Kinh Bắc,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,09190,24,Phường Võ Cường,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,09193,24,Xã Yên Phong,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,09202,24,Xã Tam Giang,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,09205,24,Xã Yên Trung,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,09208,24,Xã Tam Đa,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,09238,24,Xã Văn Môn,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,09247,24,Phường Quế Võ,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,09253,24,Phường Nhân Hoà,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,09265,24,Phường Phương Liễu,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,09286,24,Phường Nam Sơn,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,09292,24,Xã Phù Lãng,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,09295,24,Phường Bồng Lai,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,09301,24,Phường Đào Viên,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,09313,24,Xã Chi Lăng,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,09319,24,Xã Tiên Du,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,09325,24,Phường Hạp Lĩnh,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,09334,24,Xã Liên Bão,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,09340,24,Xã Đại Đồng,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,09343,24,Xã Tân Chi,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,09349,24,Xã Phật Tích,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,09367,24,Phường Từ Sơn,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,09370,24,Phường Tam Sơn,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,09379,24,Phường Phù Khê,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,09385,24,Phường Đồng Nguyên,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,09400,24,Phường Thuận Thành,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,09409,24,Phường Mão Điền,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,09427,24,Phường Trí Quả,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,09430,24,Phường Trạm Lộ,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,09433,24,Phường Song Liễu,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,09445,24,Phường Ninh Xá,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,09454,24,Xã Gia Bình,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,09466,24,Xã Cao Đức,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,09469,24,Xã Đại Lai,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,09475,24,Xã Nhân Thắng,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,09487,24,Xã Đông Cứu,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,09496,24,Xã Lương Tài,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,09499,24,Xã Trung Kênh,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,09523,24,Xã Trung Chính,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,09529,24,Xã Lâm Thao,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,04792,25,Phường Tân Hoà,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,04795,25,Phường Hoà Bình,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,04828,25,Phường Thống Nhất,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,04831,25,Xã Đà Bắc,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,04846,25,Xã Đức Nhàn,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,04849,25,Xã Tân Pheo,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,04873,25,Xã Quy Đức,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,04876,25,Xã Cao Sơn,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,04891,25,Xã Tiền Phong,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,04894,25,Phường Kỳ Sơn,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,04897,25,Xã Thịnh Minh,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,04924,25,Xã Lương Sơn,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,04960,25,Xã Liên Sơn,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,04978,25,Xã Kim Bôi,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,04990,25,Xã Nật Sơn,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,05014,25,Xã Mường Động,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,05047,25,Xã Cao Dương,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,05068,25,Xã Hợp Kim,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,05086,25,Xã Dũng Tiến,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,05089,25,Xã Cao Phong,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,05092,25,Xã Thung Nai,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,05116,25,Xã Mường Thàng,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,05134,25,Xã Mường Hoa,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,05152,25,Xã Vân Sơn,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,05158,25,Xã Mường Bi,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,05191,25,Xã Toàn Thắng,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,05200,25,Xã Mai Châu,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,05206,25,Xã Tân Mai,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,05212,25,Xã Pà Cò,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,05245,25,Xã Bao La,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,05251,25,Xã Mai Hạ,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,05266,25,Xã Lạc Sơn,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,05287,25,Xã Mường Vang,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,05290,25,Xã Nhân Nghĩa,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,05293,25,Xã Thượng Cốc,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,05305,25,Xã Yên Phú,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,05323,25,Xã Quyết Thắng,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,05329,25,Xã Ngọc Sơn,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,05347,25,Xã Đại Đồng,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,05353,25,Xã Yên Thuỷ,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,05362,25,Xã Lạc Lương,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,05386,25,Xã Yên Trị,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,05392,25,Xã Lạc Thuỷ,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,05395,25,Xã An Nghĩa,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,05425,25,Xã An Bình,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07894,25,Phường Nông Trang,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07900,25,Phường Việt Trì,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07909,25,Phường Thanh Miếu,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07918,25,Phường Vân Phú,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07942,25,Phường Phú Thọ,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07948,25,Phường Âu Cơ,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07954,25,Phường Phong Châu,Ward,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07969,25,Xã Đoan Hùng,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07996,25,Xã Bằng Luân,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,07999,25,Xã Chí Đám,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,08023,25,Xã Tây Cốc,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,08038,25,Xã Chân Mộng,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,08053,25,Xã Hạ Hoà,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
Ward,08071,25,Xã Đan Thượng,Commune,true,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
